,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel
51,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1029.0,234.0,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,806.2,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.8697084444672,88.311550898176,834.0,90.4,890.0,122.37624416960512,918.0,610.0,918.0,610.0,869.19375,602.6090624999999,918.0,673.0,890.0,673.0,834.0,657.0
52,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,978.2027946945974,180.98637383921823,806.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,834.0,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.8406851413607,88.4187737178112,834.0,90.4,890.0,122.50636988032613,918.0,610.0,918.0,610.0,865.5918750000001,598.45978125,918.0,673.0,890.0,673.0,834.0,657.0
53,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1029.0,250.0,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.7703841792329,88.44602362937344,834.0,90.4,890.0,122.45864810855137,918.0,610.0,918.0,610.0,866.3102500000001,596.1517375000001,918.0,673.0,890.0,673.0,834.0,657.0
54,890.0,90.4,856.9090909090909,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,950.5,291.8333333333333,995.4242792674977,193.66116188556552,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.7724794265994,88.41494255684812,834.0,90.4,890.0,122.34576523285364,918.0,610.0,918.0,610.0,867.1723,596.582085,918.0,673.0,890.0,673.0,834.0,657.0
55,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1057.0,52.4,834.0,152.6,953.0438254545454,289.27151030303025,1029.0,172.0,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.8095702057433,88.37061211013776,862.0,90.4,890.0,122.37040216253476,918.0,610.0,918.0,610.0,867.1723000000001,601.7487516666666,918.0,673.0,890.0,673.0,834.0,657.0
56,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1057.0,52.4,834.0,152.6,952.3,292.96666666666664,1012.125414792419,206.12950714495673,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,806.0,334.4,893.1111111111111,472.55555555555554,865.5,594.0,890.0,74.6,878.8125654794807,88.3923805824693,862.0,90.4,890.0,122.41148591077419,918.0,610.0,911.0,610.0,865.6343535714286,599.935916845238,918.0,673.0,890.0,673.0,834.0,657.0
57,890.0,93.0,862.0,172.0,862.0,172.0,973.0,125.0,1057.0,62.0,834.0,172.0,953.5600000000001,288.96,1008.7504977509028,200.5554085739481,806.0,360.0,834.0,360.0,890.0,485.0,834.0,641.0,821.3636363636364,329.28000000000003,887.5111111111112,472.55555555555554,865.5,594.0,890.0,93.0,878.8011368864834,88.40854651932797,862.0,93.0,890.0,122.41853425900801,918.0,610.0,907.8888888888889,610.0,865.1258683673469,599.5540388945577,918.0,673.0,890.0,673.0,834.0,657.0
58,890.0,78.0,862.0,156.0,862.0,140.0,973.0,109.0,1057.0,46.0,834.0,140.0,955.0720000000001,284.152,1014.8600383621639,204.46921552089407,834.0,344.0,834.0,344.0,862.0,485.0,834.0,641.0,806.0,329.28000000000003,862.0,472.5555555555556,862.7,594.0,890.0,62.0,878.793227235508,88.40650107963131,834.0,78.0,890.0,122.40096713474438,918.0,610.0,905.0888888888888,610.0,865.0592959912537,599.710361415209,918.0,673.0,890.0,673.0,834.0,657.0
59,890.0,78.0,834.0,140.0,862.0,140.0,946.0,109.0,1029.0,46.0,834.0,140.0,956.8864000000001,278.38239999999996,1012.0320460345968,195.36305862507288,834.0,328.0,862.0,328.0,862.0,485.0,834.0,641.0,806.0,328.0,862.0,471.42424242424244,862.0,594.0,890.0,62.0,878.7977958467629,88.3985965696829,834.0,78.0,890.0,122.389430939983,918.0,610.0,918.0,610.0,864.5205147412537,601.4413942277089,918.0,673.0,890.0,673.0,834.0,657.0
60,890.0,78.0,834.0,140.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,958.16368,275.69221333333337,1015.3535993880165,195.70343797297437,822.8,328.0,862.0,344.0,862.0,469.0,834.0,641.0,834.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.8028591307957,88.39532737224984,834.0,78.0,890.0,122.39816408140886,918.0,610.0,890.0,610.0,862.0,610.0,918.0,673.0,890.0,673.0,834.0,657.0
61,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,955.196416,284.030656,1012.6243192656199,200.44412556756924,822.8,344.0,862.0,344.0,862.0,485.0,834.0,641.0,834.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.8015169158061,88.40027042467226,834.0,78.0,890.0,122.40371646518368,918.0,610.0,890.0,610.0,862.0,594.0,918.0,673.0,890.0,673.0,834.0,657.0
62,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,955.7756992000001,282.24345386666664,1012.72410016026,199.30704925209176,834.0,328.0,862.0,344.0,862.0,485.0,834.0,641.0,834.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.7993072030713,88.40184839311286,834.0,78.0,890.0,122.40216257606559,918.0,610.0,890.0,610.0,863.4509465166424,602.4509657562459,918.0,673.0,890.0,673.0,834.0,657.0
63,890.0,78.0,834.0,140.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,956.21883904,280.90014464,1013.5188206421313,199.05737738772046,834.0,328.0,862.0,328.0,862.0,469.0,834.0,641.0,834.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.7989412663889,88.40050876786982,834.0,78.0,890.0,122.3988882394771,918.0,610.0,890.0,610.0,863.1717928748582,602.9337868998606,918.0,673.0,890.0,673.0,834.0,657.0
64,890.0,78.0,834.0,140.0,834.0,140.0,946.0,109.0,1029.0,62.0,806.0,140.0,956.4482068479999,280.249773568,1013.250577098125,197.97500976108572,834.0,328.0,862.0,328.0,862.0,469.0,834.0,641.0,827.4455296769346,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.800084072565,88.39931030551755,834.0,78.0,890.0,122.39847246042363,918.0,610.0,890.0,610.0,862.0,610.0,918.0,673.0,890.0,673.0,834.0,657.0
65,890.0,78.0,834.0,140.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,956.3605682176,280.6232482816,1013.4942833108305,198.49739998828832,834.0,344.0,862.0,344.0,862.0,485.0,834.0,641.0,827.9917355371902,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.8005417177253,88.39945305268446,834.0,78.0,890.0,122.40028076451176,918.0,610.0,918.0,610.0,858.3746770559286,598.912107522301,918.0,673.0,890.0,673.0,834.0,657.0
66,890.0,93.0,834.0,172.0,862.0,172.0,946.0,125.0,1029.0,62.0,834.0,172.0,954.3332882176,284.17454605937775,1013.1224200953933,199.0561923913511,806.0,344.0,856.4,360.0,862.0,485.0,834.0,641.0,831.9405778293833,329.28000000000003,862.0,469.0,862.0,594.0,890.0,93.0,878.8000782351113,88.4002781887714,834.0,93.0,890.0,122.40070410113235,918.0,610.0,918.0,610.0,857.8567737782041,597.3281228826296,918.0,673.0,890.0,673.0,834.0,657.0
67,890.0,125.0,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,953.0195145033142,288.3130237736635,1011.1850335511234,207.31550479675624,806.0,375.0,856.4,375.0,890.0,500.0,834.0,641.0,834.0,334.4,862.0,469.0,862.0,594.0,890.0,74.6,878.7997904989722,88.40027974159122,834.0,125.0,890.0,122.40010162832209,918.0,610.0,918.0,610.0,857.2648843179476,597.8035690087197,918.0,673.0,890.0,673.0,834.0,657.0
68,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,951.7975521033143,292.1575920403302,1013.5101620996576,214.55735490360027,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.7998871581525,88.39996601128689,834.0,90.4,890.0,122.39968943877338,918.0,610.0,918.0,610.0,856.3811611467055,597.1396551876444,918.0,673.0,890.0,673.0,834.0,657.0
69,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,950.6621255433142,295.72424263588573,1015.4453095193912,220.9251827301352,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.8000763365053,88.3998574599703,834.0,90.4,890.0,122.39984967863265,918.0,610.0,918.0,610.0,857.1453908655377,594.0,918.0,673.0,890.0,673.0,834.0,657.0
70,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,949.6173048585142,298.99926527908576,1015.7196510720495,223.7939543512664,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,834.0,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.8000747892933,88.39996689086084,834.0,90.4,890.0,122.40012512227445,918.0,610.0,918.0,610.0,862.0,592.9530788727957,918.0,673.0,890.0,673.0,834.0,657.0
71,890.0,90.4,834.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,297.0,1015.9978220422018,226.95602364663864,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,834.0,334.4,918.0,469.0,876.0,594.0,890.0,74.6,878.7999814036069,88.40006965849614,862.0,90.4,890.0,122.40009399382697,918.0,610.0,918.0,610.0,859.5838032071429,593.2118911798324,918.0,673.0,890.0,673.0,834.0,657.0
72,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1016.9803716210415,250.0,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.799962037306,88.40002795244109,834.0,90.4,890.0,122.39997197236592,918.0,610.0,918.0,610.0,859.8716414452992,592.5258525626995,918.0,673.0,890.0,673.0,834.0,657.0
73,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1029.0,250.0,834.0,347.0,856.4,343.8,867.6,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.7999963449727,88.39997759461104,862.0,90.4,890.0,122.39994604117467,918.0,610.0,918.0,610.0,860.3061009665247,591.6462331550293,918.0,673.0,890.0,673.0,834.0,657.0
74,890.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1029.0,250.0,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.8000181823369,88.39997991127589,834.0,90.4,890.0,122.39999736165494,918.0,610.0,918.0,610.0,860.9602576031612,590.7306628162602,918.0,673.0,890.0,673.0,834.0,657.0
75,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1018.1434946228503,240.14999559958102,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,834.0,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.8000065515032,88.40000440153699,834.0,90.4,890.0,122.4000268982594,918.0,610.0,918.0,610.0,865.4536338703547,590.1857732856369,918.0,673.0,890.0,673.0,834.0,657.0
76,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,300.9135418181818,1018.6282633330104,243.4212038492439,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,834.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.7999929039452,88.40001190367222,862.0,90.4,890.0,122.4000072534564,918.0,610.0,918.0,610.0,868.0942928870862,591.9598347681441,918.0,673.0,890.0,673.0,834.0,657.0
77,890.0,90.4,834.0,152.6,862.0,152.6,973.0,118.4,1029.0,52.4,834.0,152.6,946.0,303.6,1019.154351591172,246.714239889765,806.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,834.0,334.4,890.0,476.875,862.0,597.3318181818181,890.0,74.6,878.7999952040129,88.40000035270745,862.0,90.4,890.0,122.39998990538227,918.0,610.0,918.0,610.0,867.318326777068,591.8177043639251,918.0,673.0,890.0,673.0,834.0,657.0
78,890.0,90.4,834.0,152.6,862.0,152.6,973.0,118.4,1057.0,52.4,834.0,187.0,946.0,301.71999999999997,1022.7852219094066,246.05708786771797,806.0,375.0,856.4,375.0,862.0,500.0,834.0,641.0,806.0,334.4,893.5,476.875,878.8,597.2,890.0,74.6,878.8000018373541,88.39999483276071,862.0,125.0,890.0,122.39999349198554,918.0,610.0,918.0,608.0,868.8076638434217,591.6760747241703,918.0,673.0,890.0,673.0,834.0,657.0
79,890.0,93.0,834.0,172.0,862.0,172.0,973.0,125.0,1057.0,62.0,834.0,156.0,946.0,299.464,1021.5422662912879,245.26850544126154,806.0,344.0,834.0,344.0,862.0,500.0,834.0,641.0,823.9090909090909,329.28000000000003,887.2777777777778,476.875,874.1333333333333,597.1999999999999,890.0,93.0,878.8000029358305,88.39999828039065,862.0,93.0,890.0,122.4000029821477,914.5,610.0,907.5,608.0,870.507976418801,591.6820430379985,918.0,673.0,890.0,673.0,834.0,657.0
80,890.0,78.0,834.0,156.0,862.0,156.0,946.0,109.0,1057.0,46.0,834.0,140.0,946.0,296.7568,1020.0507195495454,244.32220652951386,834.0,344.0,862.0,344.0,862.0,485.0,834.0,641.0,806.0,328.0,862.0,473.3181818181818,870.1333333333333,597.1999999999999,890.0,78.0,878.7999998865292,88.40000195421361,834.0,78.0,890.0,122.40000410624627,914.5,610.0,904.3888888888889,608.0,872.4175201819291,591.8723190823462,918.0,673.0,890.0,673.0,834.0,657.0
81,890.0,78.0,834.0,140.0,834.0,140.0,946.0,109.0,1029.0,46.0,806.0,140.0,946.0,293.50816000000003,1020.4321645348844,245.15664871550044,834.0,328.0,862.0,328.0,864.5454545454545,485.0,834.0,641.0,806.0,328.0,876.0777777777778,476.875,866.6333333333333,599.2,890.0,62.0,878.7999985535344,88.40000146474893,834.0,78.0,890.0,122.39999954784363,914.5,610.0,901.5888888888888,608.0,873.8102974442439,592.209628241688,918.0,673.0,890.0,673.0,834.0,657.0
82,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,46.0,806.0,140.0,946.0,299.009792,1020.7929447752592,245.50373768875176,834.0,344.0,862.0,344.0,862.0,469.0,834.0,641.0,834.0,328.0,862.0,469.0,867.2125,599.85,862.0,62.0,878.7999996834521,88.39999937696427,834.0,78.0,890.0,122.39999800672108,914.2171717171717,610.0,890.0,610.0,870.5723569330927,591.8515538900256,918.0,673.0,890.0,673.0,834.0,657.0
83,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,46.0,806.0,140.0,946.0,298.0917504,1021.1206634120766,245.2616372485491,834.0,344.0,862.0,344.0,862.0,469.0,834.0,641.0,834.0,328.0,862.0,469.0,867.8640625,598.58125,862.0,62.0,878.8000005793401,88.39999918181563,834.0,78.0,890.0,122.39999962698884,918.0,610.0,890.0,610.0,871.2231629642977,591.8583237952457,918.0,673.0,890.0,673.0,834.0,657.0
84,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,46.0,806.0,140.0,946.0,297.36610048,1020.7877517126105,245.10254712471533,834.0,328.0,862.0,328.0,862.0,469.0,834.0,641.0,834.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.8000003277373,88.40000005162662,834.0,78.0,890.0,122.4000008539895,918.0,610.0,890.0,610.0,871.7062627884728,591.8947736094608,918.0,673.0,890.0,673.0,834.0,657.0
85,890.0,78.0,834.0,156.0,834.0,156.0,946.0,109.0,1029.0,62.0,806.0,140.0,946.0,283.9554338133333,1020.6368487968751,245.06935546140613,834.0,328.0,862.0,328.0,862.0,469.0,834.0,641.0,806.0,328.0,862.0,469.0,862.0,594.0,862.0,62.0,878.7999998061186,88.40000040587381,834.0,78.0,890.0,122.40000042835786,918.0,610.0,890.0,610.0,870.2882667186727,592.2810997697943,918.0,673.0,890.0,673.0,834.0,657.0
86,890.0,78.0,834.0,140.0,834.0,140.0,946.0,109.0,1029.0,46.0,806.0,140.0,946.0,281.8218727822222,1020.7540746463412,245.21878524778452,834.0,328.0,862.0,328.0,862.0,485.0,834.0,641.0,806.0,328.0,862.0,469.0,862.0,595.7418039772729,862.0,62.0,878.7999997900366,88.40000009620584,834.0,78.0,890.0,122.39999969278017,918.0,610.0,890.0,610.0,869.9333911414633,592.349229884369,918.0,673.0,890.0,673.0,834.0,657.0
87,890.0,93.0,834.0,156.0,862.0,156.0,946.0,125.0,1029.0,62.0,834.0,156.0,946.0,282.3207070679365,1020.8184566686325,245.23121255424138,806.0,344.0,834.0,344.0,862.0,500.0,834.0,641.0,779.0,329.28000000000003,883.7777777777778,472.44444444444446,866.8845703125,595.42890625,890.0,78.0,878.800000037337,88.39999982249724,834.0,78.0,890.0,122.3999997217675,914.8888888888889,608.2222222222222,899.3333333333334,604.6666666666666,869.287240091,592.3724968248159,918.0,673.0,890.0,673.0,834.0,657.0
88,890.0,125.0,834.0,187.0,862.0,187.0,946.0,140.0,1029.0,52.4,834.0,187.0,946.0,284.0694830679365,1020.8235590473072,245.1767075273393,806.0,375.0,856.4,375.0,890.0,500.0,834.0,641.0,806.0,334.4,889.3777777777777,472.44444444444446,869.4165147569444,594.7789062500001,890.0,109.0,878.8000001081139,88.39999991160383,834.0,109.0,890.0,122.40000006477676,917.6888888888889,608.2222222222223,902.1333333333334,604.6666666666666,869.0730539506511,592.459320647281,918.0,673.0,890.0,673.0,834.0,657.0
89,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,282.31669965142856,1020.7641381743533,245.15972158309734,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,890.0,472.4444444444444,871.6301085069445,594.3207812500001,890.0,74.6,878.8000000138687,88.40000005756147,834.0,90.4,890.0,122.40000015233436,918.0,608.2222222222222,890.0,594.0,868.7147024483767,592.5594867892869,918.0,673.0,890.0,673.0,834.0,657.0
90,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,282.3645441939288,1020.7594154667019,245.1711564747737,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,806.0,334.4,918.0,469.0,862.0,594.0,890.0,74.6,878.7999999510951,88.40000005874842,834.0,90.4,890.0,122.40000001200333,918.0,610.0,918.0,594.0,867.4071591477525,592.8378186778239,918.0,673.0,890.0,673.0,834.0,657.0
91,890.0,90.4,834.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,284.06609532119046,1020.7839288006674,245.19151667744723,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,918.0,469.0,862.0,593.0245816115703,890.0,74.6,878.7999999800902,88.39999998932335,862.0,90.4,890.0,122.39999992873243,918.0,610.0,918.0,594.0,867.8016775262982,592.7481068291506,918.0,673.0,890.0,673.0,834.0,657.0
92,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,297.0,1020.7898996315323,245.18606296337975,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.800000018101,88.39999996794685,862.0,90.4,890.0,122.39999997592288,918.0,610.0,918.0,610.0,867.3753348032653,592.827882218107,918.0,673.0,890.0,673.0,834.0,657.0
93,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1020.7841882241124,245.17703304520745,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.8000000142538,88.39999999703677,862.0,90.4,890.0,122.40000002675394,918.0,610.0,918.0,610.0,866.1607947880985,593.0991327473042,918.0,673.0,890.0,673.0,834.0,657.0
94,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,288.76897071037416,1020.7763140594734,245.17709814878108,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.7999999954818,88.40000001412338,862.0,90.4,890.0,122.40000001914939,918.0,610.0,918.0,610.0,865.6754182610065,593.2057680973081,918.0,673.0,890.0,673.0,834.0,657.0
95,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,289.6907237187949,1020.7787492364976,245.18057346191785,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.7999999918044,88.40000000543576,862.0,90.4,890.0,122.3999999925124,918.0,610.0,918.0,610.0,865.1688708964448,593.313481648645,918.0,673.0,890.0,673.0,834.0,657.0
96,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1020.7826159904565,245.18245685934667,834.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,806.2,334.4,918.0,469.0,890.0,594.0,890.0,74.6,878.7999999999463,88.39999999477321,862.0,90.4,890.0,122.39999998861421,918.0,610.0,918.0,610.0,865.6970160458523,593.1990619234192,918.0,673.0,890.0,673.0,834.0,657.0
97,890.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,313.0,1020.7823534284144,245.18064489572657,806.0,347.0,856.4,343.8,890.0,487.8,834.0,657.0,834.0,334.4,890.0,516.0,890.0,594.0,890.0,74.6,878.8000000039174,88.3999999958632,862.0,90.4,890.0,122.40000000059055,918.0,610.0,918.0,610.0,865.3462391324447,593.2742211057972,918.0,673.0,890.0,673.0,834.0,657.0
98,918.0,90.4,862.0,152.6,862.0,152.6,946.0,118.4,1029.0,52.4,834.0,152.6,946.0,303.4919388858338,1020.7808441877908,245.17956128219595,834.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,890.0,516.0,862.0,594.0,890.0,74.6,878.8000000010809,88.40000000144646,862.0,90.4,890.0,122.4000000055241,918.0,610.0,918.0,610.0,864.9032621326904,593.3712907543313,918.0,673.0,890.0,673.0,834.0,657.0
99,918.0,90.4,862.0,152.6,862.0,152.6,973.0,118.4,1057.0,52.4,834.0,152.6,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,806.0,347.0,856.4,343.8,890.0,487.8,834.0,641.0,834.0,334.4,890.0,516.0,862.0,610.0,890.0,74.6,878.7999999984461,88.40000000232841,862.0,90.4,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
100,918.0,125.0,862.0,187.0,862.0,187.0,973.0,140.0,1057.0,78.0,834.0,187.0,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,806.0,375.0,834.0,375.0,890.0,500.0,834.0,641.0,779.0,334.4,890.0,516.0,862.0,610.0,890.0,109.0,878.7999999984461,88.40000000232841,862.0,125.0,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
101,890.0,93.0,862.0,156.0,862.0,156.0,973.0,125.0,1057.0,46.0,834.0,156.0,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,806.0,344.0,862.0,344.0,862.0,500.0,834.0,641.0,806.0,328.0,890.0,516.0,862.0,610.0,890.0,78.0,878.7999999984461,88.40000000232841,862.0,93.0,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
102,890.0,78.0,834.0,140.0,862.0,140.0,973.0,109.0,1029.0,46.0,834.0,140.0,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,834.0,344.0,862.0,344.0,862.0,485.0,834.0,641.0,806.0,328.0,890.0,516.0,862.0,610.0,890.0,62.0,878.7999999984461,88.40000000232841,862.0,78.0,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
103,890.0,78.0,834.0,140.0,862.0,140.0,946.0,109.0,1029.0,46.0,834.0,140.0,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,834.0,328.0,862.0,328.0,862.0,485.0,834.0,641.0,806.0,328.0,890.0,516.0,862.0,610.0,890.0,62.0,878.7999999984461,88.40000000232841,834.0,78.0,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
104,890.0,78.0,834.0,140.0,862.0,140.0,946.0,109.0,1057.0,46.0,834.0,140.0,946.0,301.5903266630006,1020.7801753805264,245.1800669295936,834.0,344.0,862.0,328.0,862.0,469.0,834.0,641.0,834.0,328.0,890.0,516.0,862.0,610.0,890.0,62.0,878.7999999984461,88.40000000232841,834.0,78.0,890.0,122.40000000127813,918.0,610.0,918.0,610.0,864.7775088671497,593.3985065550339,918.0,673.0,890.0,673.0,834.0,657.0
0,287.6,142.0,266.6,125,264.4,125.0,296.0,203.0,20.0,167.2,275.0,125.0,300.0,203.0,325.0,168.6,244.0,250.0,237.6,250.0,262.4,242.000512,166.0,352.0,246.0,250.0,268.6,352.0,156.0,295.4,283.2,135.8,165.336,143.8,273.0,70,291.9703290577271,171.3579028295541,274.34113550604314,294.5233432420772,271.09761597969447,288.0744897171194,244.0,352.0,268.8,328.2,210.2,329.6,191.4,303.4
1,287.6,93.0,266.6,117,264.4,117.0,296.0,187.0,177.0,167.2,275.0,123.4,300.0,180.0,325.0,203.0,244.0,250.0,237.6,250.0,262.4,242.000512,166.0,352.0,246.0,250.0,268.6,344.0,156.0,295.4,283.2,93.0,166.0,143.8,273.0,78,291.9703290577271,171.3579028295541,274.34113550604314,294.5233432420772,271.09761597969447,288.0744897171194,244.0,352.0,268.8,328.2,210.2,329.6,191.4,303.4
2,287.6,93.0,266.6,133,264.4,133.0,296.0,203.0,198.0,167.2,275.0,125.0,300.0,187.0,325.0,234.0,244.0,250.0,237.6,250.0,262.4,242.000512,166.0,352.0,246.0,250.0,268.6,336.0,156.0,295.4,283.2,93.0,166.0,143.8,273.0,93,291.9703290577271,171.3579028295541,274.34113550604314,294.5233432420772,271.09761597969447,288.0744897171194,244.0,352.0,268.8,328.2,210.2,329.6,191.4,303.4
