,Unnamed: 0,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,XHead,YHead,label
210,105,292.0,125.0,260.0,140.0,260.0,133.0,292.0,148.0,333.0,148.0,271.0,140.0,292.0,156.0,323.0,148.0,240.0,203.0,240.0,203.0,269.49822670514874,242.0,250.0,297.0,250.0,203.0,271.0,242.0,250.0,289.0,281.0,117.0,292.0,117.0,271.0,117.0,291.9703290577271,171.3579028295541,281.0,289.0,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,129.4715805659108,midway
211,106,292.0,109.0,260.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,275.0,125.0,292.0,140.0,323.0,133.0,235.9090909090909,187.0,240.0,187.0,268.0,242.00051200000001,250.0,297.0,250.0,187.0,275.45454545454544,242.0,250.0,289.0,281.0,101.0,291.99997901853675,144.45378170460046,271.0,101.0,291.9703290577271,171.3579028295541,276.6736154787265,296.2990373997054,271.01314372611813,288.0744897171194,246.5555555555556,295.3111111111112,271.0,305.0,260.0,305.0,250.0,305.0,285.59406161525277,125.3623369068309,top
212,107,292.0,133.0,260.0,148.0,260.0,148.0,292.0,156.0,333.0,148.0,271.0,148.0,302.0,156.0,333.0,148.0,240.0,203.0,240.0,203.0,271.0,242.0,250.0,297.0,240.0,203.0,271.0,242.0,250.0,297.0,281.0,125.0,292.0,125.0,271.0,125.0,291.9703290577271,171.3579028295541,271.0,295.81334712102637,271.0,288.0744897171194,240.0,297.0,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,135.87158056591082,midway
213,108,292.0,172.0,271.0,187.0,271.0,187.0,292.0,195.0,333.0,195.0,271.0,187.0,292.0,195.0,333.0,187.0,244.0,234.0,229.0,234.0,271.0,242.00051200000001,250.0,297.0,240.0,234.0,281.0,242.0,250.0,297.0,281.0,164.0,292.0,164.0,271.0,164.0,291.9703290577271,171.3579028295541,281.0,297.0,271.0047650608418,288.0744897171194,240.0,297.0,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,167.0715805659108,midway
214,109,292.0,187.0,271.0,203.0,271.0,203.0,302.0,219.0,333.0,219.0,271.0,203.0,302.0,211.0,323.0,219.0,244.0,250.0,229.0,250.0,271.0,242.00051200000001,250.0,297.0,240.0,242.0,281.0,242.0,260.0,289.8181818181818,283.2,187.0,291.9999766872631,139.72642411622272,272.9834710743802,187.0,291.9703290577271,171.3579028295541,277.52480221124665,294.61414819995787,271.09761597969447,289.92506779524183,250.0,295.39191919191916,271.0,305.0,260.0,305.0,250.0,303.54545454545456,286.43075536387414,174.41686538915536,bottom
215,110,292.0,164.0,271.0,180.0,271.0,180.0,302.0,187.0,333.0,180.0,268.8181818181818,172.0,302.0,187.0,333.0,180.0,244.0,226.0,229.0,234.0,271.0,242.00051200000001,250.0,297.0,246.0,226.0,281.0,242.0,260.0,289.0,283.2,156.0,292.0,156.0,271.0,156.0,291.9703290577271,171.3579028295541,277.02834538428186,295.4161693713805,271.09761597969447,290.0572203374192,250.0,297.0,271.0,305.0,260.0,313.0,250.0,305.0,286.0340658115454,160.6715805659108,midway
216,111,292.0,125.0,271.0,140.0,260.0,140.0,292.0,148.0,333.0,140.0,271.0,140.0,302.0,148.0,323.0,140.0,240.0,203.0,240.0,203.0,260.0,242.0,250.0,297.0,250.0,203.0,271.0,242.0,250.0,297.0,281.0,125.0,292.0,117.0,271.0,117.0,291.9703290577271,171.3579028295541,277.0283453842819,295.4161693713805,271.09761597969447,289.0572203374192,240.0,297.0,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,131.0715805659108,midway
217,112,292.0,117.0,269.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,270.6198347107438,125.0,300.1818181818182,140.0,323.0,133.0,250.0,187.0,235.9090909090909,187.0,260.0,242.00051200000001,250.0,297.0,250.0,187.0,275.45454545454544,242.0,250.0,297.0,281.0,109.0,293.111108520807,143.8584915684692,271.0,109.0,291.9703290577271,171.3579028295541,271.0,297.0,271.0,289.0,250.0,305.0,271.0,305.0,260.0,305.0,250.0,305.0,285.8162875157068,130.04327887960466,top
218,113,292.0,125.0,271.0,140.0,260.0,140.0,302.0,156.0,333.0,148.0,271.0,140.0,302.0,156.0,323.0,148.0,240.0,203.0,240.0,203.0,271.0,242.00051200000001,250.0,297.0,250.0,203.0,271.0,242.0,250.0,297.0,283.2,125.0,292.0,125.0,271.0,125.0,291.9703290577271,171.3579028295541,278.3226866224764,293.3058108678398,271.09761597969447,287.58901642525984,250.0,305.0,271.0,305.0,260.0,313.0,250.0,305.0,286.0340658115454,134.27158056591082,midway
219,114,292.0,164.0,271.0,180.0,271.0,180.0,302.0,195.0,333.0,195.0,271.0,180.0,302.0,195.0,323.0,195.0,244.0,234.0,229.0,234.0,271.0,242.00051200000001,250.0,297.0,246.0,226.0,281.0,242.0,260.0,295.4,283.2,164.0,292.0,164.0,281.0,164.0,291.9703290577271,171.3579028295541,281.0,289.0,271.09761597969447,288.0744897171194,250.0,289.0,271.0,305.0,260.0,305.0,250.0,297.0,288.0340658115454,165.4715805659108,midway
220,115,292.0,187.0,271.0,203.0,271.0,203.0,302.0,219.0,333.0,219.0,271.0,195.0,302.0,211.0,323.0,219.0,240.0,250.0,229.0,250.0,271.0,242.00051200000001,250.0,297.0,250.0,242.0,281.0,242.0,260.0,295.4,283.2,187.0,293.2499997350825,187.0,281.0,187.0,291.9703290577271,171.3579028295541,276.4865974878933,295.3486832900668,271.09761597969447,288.0744897171194,250.0,295.3030303030303,271.0,304.27272727272725,260.0,307.90909090909093,250.0,301.3636363636364,288.28406575856195,183.87158056591082,bottom
221,116,292.0,164.0,271.0,172.0,271.0,172.0,300.1157024793388,187.0,333.0,180.0,271.0,172.0,302.0,187.0,333.0,180.0,240.0,226.0,240.0,226.0,262.4,242.0,250.0,299.1818181818182,246.0,226.0,281.0,242.0,260.0,295.4,283.2,156.0,293.234567613423,146.98427684094102,281.0,156.0,291.9703290577271,171.3579028295541,281.0,289.0,271.09761597969447,288.0744897171194,250.0,297.06121824303636,271.0,306.3884297520661,260.0,305.0,250.0,297.0,288.28097933423004,158.868435934099,midway
222,117,292.0,125.0,271.0,140.0,260.0,133.0,300.27272727272725,133.0,333.0,140.0,271.0,140.0,302.0,148.0,333.0,140.0,240.0,195.0,240.0,203.0,260.0,242.0,250.0,297.0,250.0,195.0,271.0,242.0,250.0,289.0,281.0,117.0,292.0,117.0,271.0,117.0,291.9703290577271,171.3579028295541,281.0,289.0,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,297.0,285.5940658115454,129.4715805659108,top
223,118,292.0,109.0,271.0,125.0,260.0,125.0,300.67392937640875,133.0,333.0,125.0,271.0,133.0,302.0,133.0,333.0,125.0,250.0,187.0,240.0,187.0,260.0,242.0,250.0,305.0,250.0,187.0,274.54545454545456,242.0,250.0,297.0,281.0,109.0,293.40432095167785,151.12303460511762,271.0,109.0,291.9703290577271,171.3579028295541,275.7565871233744,298.1838326842119,271.09761597969447,288.0744897171194,245.55555555555557,294.3333333333333,271.0,305.0,260.0,305.0,250.0,305.0,285.87493000188095,129.89618748693434,midway
224,119,292.0,125.0,271.0,148.0,260.0,148.0,302.0,156.0,333.0,148.0,271.0,148.0,302.0,156.0,333.0,148.0,240.0,203.0,240.0,211.0,271.0,242.00051200000001,250.0,305.0,240.0,203.0,271.0,242.0,250.0,297.0,281.0,125.0,292.0,125.0,271.0,125.0,291.9703290577271,171.3579028295541,271.0,305.0,271.0,288.0744897171194,240.0,305.0,271.0,313.0,260.0,313.0,250.0,305.0,285.5940658115454,134.27158056591082,midway
225,120,292.0,172.0,271.0,187.0,271.0,187.0,302.0,195.0,333.0,187.0,271.0,180.0,302.0,195.0,323.0,187.0,244.0,234.0,229.0,242.0,262.4,242.0,250.0,305.0,241.54545454545453,234.0,271.0,242.0,250.0,297.0,283.2,164.0,292.0,164.0,281.0,164.0,291.9703290577271,171.3579028295541,271.0,305.0,271.0,288.0744897171194,240.0,305.0,271.0,313.0,260.0,313.0,240.0,305.0,288.0340658115454,167.0715805659108,midway
226,121,292.0,187.0,271.0,203.0,271.0,203.0,302.0,219.0,333.0,219.0,272.8925619834711,203.0,302.0,211.0,333.0,211.0,240.0,242.0,229.0,250.0,271.0,242.00051200000001,250.0,305.0,240.0,242.0,281.0,242.0,250.0,297.0,283.2,187.0,292.0,180.0,281.0,187.0,291.9703290577271,171.3579028295541,275.34457339042183,298.1479790855265,271.09761597969447,288.0744897171194,246.17283950617286,294.037037037037,271.0,313.0,260.0,313.0,250.0,305.0,288.0340658115454,182.4715805659108,bottom
227,122,292.0,156.0,271.0,172.0,271.0,172.0,301.02479338842966,180.0,333.0,172.0,271.8181818181818,172.0,302.0,180.0,333.0,172.0,244.0,226.0,229.0,226.0,271.0,242.00051200000001,250.0,305.0,244.59504132231405,219.0,281.0,242.0,250.0,297.0,283.2,156.0,290.8005401189597,153.64037932563969,281.0,156.0,291.9703290577271,171.3579028295541,271.0,294.5233432420772,271.0,288.0744897171194,240.0,297.0,271.0,313.0,260.0,313.0,240.0,305.0,287.79417383533735,158.59965643103877,midway
228,123,292.0,117.0,271.0,133.0,260.0,133.0,302.0,148.0,333.0,140.0,271.0,133.0,302.0,148.0,323.0,140.0,240.0,195.0,240.0,195.0,260.0,242.0,250.0,297.0,250.0,195.0,271.0,242.0,250.0,297.0,283.2,117.0,290.8005401189597,156.19593488119526,271.0,117.0,291.9703290577271,171.3579028295541,271.0,305.0,271.0,288.0744897171194,240.0,297.0,271.0,313.0,260.0,313.0,240.0,305.0,285.79417383533735,135.71076754214988,midway
229,124,292.0,117.0,271.0,133.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,323.0,133.0,250.0,187.0,240.0,195.0,260.0,242.0,250.0,305.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,109.0,290.660108023792,151.9836314206835,271.0,109.0,291.9703290577271,171.3579028295541,274.0430716738028,298.1434973856908,271.09761597969447,288.0744897171194,245.6172839506173,293.5037037037037,271.0,305.0,260.0,305.0,240.0,305.0,285.32608741630384,131.66830685004751,top
230,125,292.0,140.0,271.0,156.0,260.0,156.0,301.7636959720834,164.0,333.0,156.0,271.0,156.0,302.0,172.0,323.0,164.0,240.0,211.0,240.0,211.0,271.0,242.00051200000001,250.0,297.0,250.0,211.0,271.0,242.0,250.0,289.0,281.0,133.0,292.0,140.0,271.0,140.0,291.9703290577271,171.3579028295541,274.4234556330281,297.2864345589022,271.09761597969447,288.0744897171194,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,144.87158056591082,midway
231,126,292.0,172.0,271.0,195.0,271.0,195.0,302.0,211.0,333.0,203.0,273.0646130728776,195.0,302.0,203.0,323.0,195.0,240.0,242.0,229.0,242.0,271.0,242.00051200000001,250.0,297.0,250.0,234.0,281.0,242.0,251.8181818181818,289.8181818181818,281.0,172.0,290.6601080237919,172.0,271.0,172.0,291.9703290577271,171.3579028295541,281.0,294.5233432420772,271.09761597969447,288.0744897171194,246.52637485970814,292.04915824915815,271.0,305.0,260.0,305.0,250.0,304.72351615326824,285.32608741630384,171.87158056591082,midway
232,127,292.0,187.0,271.0,195.0,271.0,203.0,302.0,219.0,333.0,211.0,271.0,195.0,302.0,203.0,323.0,211.0,240.0,242.0,229.0,250.0,271.0,242.00051200000001,250.0,297.0,240.0,242.0,281.0,242.0,260.0,295.4,283.2,180.0,292.0,180.0,271.0,180.0,291.9703290577271,171.3579028295541,281.0,289.0,271.09761597969447,288.0744897171194,250.0,292.59571472298745,271.0,305.0,260.0,305.0,250.0,304.6852673997678,286.0340658115454,179.6715805659108,bottom
233,128,292.0,148.0,271.0,164.0,271.0,164.0,301.94486387993413,148.0,333.0,133.0,273.0058739157161,164.0,302.0,172.0,333.0,164.0,240.0,219.0,240.0,219.0,271.0,242.00051200000001,250.0,297.0,240.0,211.0,271.0,242.0,250.0,297.0,281.0,140.0,292.0,140.0,271.0,148.0,291.9703290577271,171.3579028295541,276.16294747853675,291.8255479938437,271.09761597969447,288.5652581207916,240.0,297.0,271.0,313.0,260.0,313.0,250.0,305.0,285.5940658115454,149.4715805659108,midway
234,129,292.0,117.0,271.0,133.0,260.0,133.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,241.99999989736838,195.0,240.0,195.0,260.0,242.00051200000001,250.0,297.0,250.0,195.0,260.0,242.0,250.0,289.0,281.0,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,271.0,289.0,271.09761597969447,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,123.0715805659108,midway
235,130,292.0,109.0,271.0,125.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,240.39999910243978,195.0,250.0,195.0,260.0,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,281.0,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,277.0733003889456,289.38899781909316,271.09761597969447,288.0744897171194,240.0,297.0,271.0,313.0,260.0,313.0,250.0,305.0,285.5940658115454,121.47158056591081,top
236,131,292.0,140.0,271.0,156.0,271.0,156.0,302.0,172.0,333.0,164.0,271.0,156.0,302.0,172.0,333.0,164.0,240.0,211.0,240.0,211.0,271.0,242.00051200000001,250.0,297.0,240.0,211.0,271.0,242.0,250.0,297.0,283.2,140.0,292.0,140.0,271.0,140.0,291.9703290577271,171.3579028295541,271.0,288.21899521657264,271.09761597969447,288.0744897171194,250.0,297.0,271.0,313.0,260.0,313.0,250.0,305.0,286.0340658115454,146.27158056591082,midway
237,132,292.0,180.0,271.0,195.0,271.0,195.0,302.0,211.0,333.0,203.0,271.0,195.0,302.0,203.0,333.0,203.0,240.0,242.0,229.0,242.0,271.0,242.00051200000001,250.0,297.0,240.0,242.0,281.0,242.0,271.0,295.4,283.2,180.0,292.0,138.55555555555554,271.0,180.0,291.9703290577271,171.3579028295541,281.0,294.5233432420772,271.09761597969447,288.0744897171194,244.0,281.0,271.0,297.0,260.0,305.0,250.0,304.6805980714184,286.0340658115454,169.98269167702193,midway
238,133,292.0,187.0,271.0,195.0,271.0,195.0,302.0,211.0,333.0,211.0,281.0,195.0,302.0,203.0,333.0,211.0,240.0,242.0,229.0,242.0,271.0,242.00051200000001,250.0,297.0,240.0,234.0,281.0,242.0,271.0,295.4,283.2,180.0,292.0,180.0,271.0,180.0,291.9703290577271,171.3579028295541,281.0,294.5233432420772,271.09761597969447,288.0744897171194,244.0,281.0,271.0,297.0,260.0,305.0,250.0,304.74618091050775,286.0340658115454,179.6715805659108,bottom
239,134,292.0,148.0,271.0,164.0,271.0,156.0,297.3636363636364,133.0,333.0,109.0,281.0,164.0,302.0,164.0,323.0,164.0,240.0,211.0,240.0,219.0,271.0,242.00051200000001,250.0,297.0,250.0,211.0,271.0,242.0,250.0,297.0,281.0,140.0,292.0,140.0,271.0,140.0,291.9703290577271,171.3579028295541,277.5819000555637,287.9127139741562,271.09761597969447,288.0744897171194,240.0,297.0,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,147.87158056591082,midway
