,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,RightKneeAngle,LeftKneeAngle,LeftHeelAngleAngle,RightHeelAngleAngle,HipAngle,time
10,197.8,87.75809541697971,198.0,140.4,176.8,129.4,166.0,135.6,124.8,124.05555555555554,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,234.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,80.68249436513898,183.2,148.0,225.2,62.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,188.46428571428572,326.4,191.33650793650793,320.06349206349205,234.95238095238096,303.61904761904765,102.99303185519422,167.3317176869807,158.25716421548105,56.648705135667896,138.98202082937317,1550512003.025822
11,197.8,86.0,198.0,125.0,176.8,117.0,166.0,135.6,124.8,125.1984126984127,250.0,125.0,256.2,180.0,246.0,270.6,210.4,203.0,191.6,203.0,133.0,242.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,86.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,189.65873015873018,326.4,198.0,328.0,240.0,320.0,107.16803580317183,167.3317176869807,158.25716421548105,57.17023355822374,146.19188973219698,1550512003.025822
12,170.05714285714288,93.2,203.74776785714286,108.13169642857143,176.8,129.4,166.0,135.6,124.8,133.0,250.0,154.6,256.2,215.6,246.0,270.6,219.0,214.0,191.6,203.0,133.0,219.0,154.0,313.0,219.0,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,178.1795918367347,86.71020408163265,183.2,148.0,225.2,88.86297376093295,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,328.0,187.0,326.4,187.0,324.8,235.4781746031746,305.32539682539687,92.67833387485548,179.1736531126103,143.6797039459388,59.61368448344975,128.1694651290424,1550512003.025822
13,170.05714285714285,91.32499999999999,203.74776785714286,106.35391865079366,176.8,129.4,166.0,135.6,124.8,126.65343915343915,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,234.0,154.0,313.0,240.2142857142857,222.0,219.0,286.2,237.42405342447518,313.0,191.4,148.0,178.1795918367347,84.71020408163264,183.2,148.0,225.2,86.98797376093295,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,198.0,326.4,187.0,324.8,240.0,320.0,102.99303185519422,127.20719952935129,109.17293869324628,64.11544094572731,139.7333314697234,1550512003.025822
14,197.8,78.0,198.0,109.0,198.0,109.0,166.0,135.6,124.8,126.70679012345677,250.0,117.0,256.2,164.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,229.5,154.0,310.6,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,70.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,328.0,190.265376984127,323.30406746031747,191.6670634920635,323.2579365079365,235.8777777777778,306.62222222222226,99.81606842609669,169.89448545551778,143.6797039459388,53.2111642033367,140.5197052541963,1550512003.025822
15,197.8,86.0,198.0,109.0,176.8,109.0,166.0,135.6,124.8,126.7690329218107,250.0,109.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,234.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,187.0,326.4,198.0,328.0,237.26166666666668,311.11333333333334,102.99303185519422,169.89448545551778,113.72687597211824,50.423870167663424,141.81014095281418,1550512003.025822
16,160.01632653061225,85.50357142857142,201.49950396825398,140.4,176.8,129.4,166.0,135.6,124.8,125.0,250.0,154.6,256.2,215.6,246.0,270.6,219.0,214.0,191.6,203.0,133.0,219.0,154.0,313.0,219.0,222.0,219.0,286.2,237.42405342447518,313.0,191.4,148.0,206.2,77.91720116618076,183.2,148.0,225.2,81.97870678883798,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,198.0,326.4,198.0,328.0,237.72352380952384,312.6121904761905,92.67833387485548,145.4928512089814,98.25928178147966,25.377418551966795,118.53818952724711,1550512003.025822
17,160.01632653061225,85.50357142857143,208.0,140.4,198.0,129.4,166.0,135.6,124.8,127.62585243974131,250.0,154.6,256.2,215.6,246.0,270.6,219.0,214.0,191.6,203.0,133.0,226.0,154.0,310.59999999999997,229.0,222.0,219.0,286.2,237.42405342447518,320.0,191.4,148.0,206.2,77.91720116618075,183.2,148.0,225.2,80.978706788838,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,187.0,326.8787087608698,187.0,324.1588384890134,237.2682285714286,311.1346285714286,97.48899251843872,142.5521929359591,98.25928178147966,66.93908754230169,125.89376489075372,1550512003.025822
18,197.8,78.0,198.0,109.0,176.8,129.4,166.0,135.6,124.8,126.55102292768959,250.0,109.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,227.3181818181818,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,192.0530753968254,327.2608134920635,192.3334126984127,324.0515873015873,237.62623936507939,312.296474920635,98.76644899103783,169.89448545551778,113.72687597211824,51.90841198949481,139.85963061781177,1550512003.025822
19,197.8,86.0,198.0,117.0,198.0,109.0,166.0,135.6,124.8,126.53053968253967,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,226.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,86.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,190.21974206349205,327.2608134920635,192.33341269841273,324.0515873015873,235.79290603174604,313.6298082539683,104.3088643190503,169.89448545551778,134.0538599990527,51.67950935407749,138.89959274285937,1550512003.025822
20,158.57609329446063,83.57244897959184,201.72216710758377,140.4,176.8,129.4,166.0,135.6,124.8,126.49528959435627,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,226.0,154.0,309.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,75.69062890462307,183.2,148.0,225.2,80.13677336823943,229.00689968943743,317.40042938246427,251.14371003329546,336.0,239.61983471074382,328.0,189.75325963718822,324.64594671201814,191.66668934240366,321.4433106575963,235.77876074074075,314.7977392592593,97.23102966486557,169.89448545551778,114.07085672873254,56.327319882106615,139.46005769071044,1550512003.025822
21,159.82609329446063,83.57244897959184,208.0,140.4,176.8,129.4,166.0,135.6,124.8,126.44054092886536,250.0,154.6,256.2,215.6,246.0,270.6,219.0,214.0,208.0,203.0,133.0,219.0,154.0,309.0,229.0,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,74.69062890462307,183.2,148.0,225.2,80.13677336823943,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,190.1465824425008,323.0239390994493,190.76193067703272,320.5066407515387,235.53160975308643,315.4118069135803,88.90855283648865,172.035386821841,113.72687597211824,57.80838459488401,127.86723461995352,1550512003.025822
22,197.8,86.0,198.0,117.0,176.8,109.0,166.0,135.6,124.8,127.7738742621987,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,226.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,189.02466564857235,321.17021611365635,189.7279207737517,319.4361608589014,235.1662907436802,315.87840965314524,104.3088643190503,169.89448545551778,134.0538599990527,76.45385233948222,138.89959274285937,1550512003.025822
23,166.0,78.0,198.0,109.0,198.0,109.0,166.0,135.6,124.8,127.7985445659416,250.0,109.0,256.2,164.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.0,154.0,310.6,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,189.3139035983684,323.48024698703585,190.1176237414305,321.4984695530302,234.81596777238883,316.6690398334313,92.35930284720126,169.89448545551778,113.72687597211824,60.89871297985953,137.11409476459897,1550512003.025822
24,161.2003123698459,84.16355685131195,202.21527088844798,140.4,176.8,129.4,166.0,135.6,124.8,128.0064648389836,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.0,154.0,313.0,219.0,222.0,219.0,286.2,237.42405342447518,313.0,191.4,148.0,206.2,74.91160825846373,183.2,148.0,225.2,79.75336381949698,229.00689968943743,317.40042938246427,251.14371003329546,336.0,237.8181818181818,320.0,187.0,323.30270835440956,187.0,320.40873763183356,233.89272815785887,318.3668453797554,92.67833387485548,145.4928512089814,108.97853616952217,80.60292513085501,131.94730226166678,1550512003.025822
25,161.2003123698459,83.16355685131197,208.0,140.4,176.8,129.4,166.0,135.6,124.8,128.2524523650576,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.0,154.0,309.45714285714286,229.0,222.0,219.0,286.2,237.42405342447518,313.0,191.4,148.0,206.2,73.91160825846373,183.2,148.0,225.2,78.75336381949698,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.0,320.7556506840128,187.0,318.1163565228789,234.05852580197924,318.15139913188324,92.20173265693627,136.63941871461037,109.17293869324628,84.06984038037764,136.42516056093072,1550512003.025822
26,166.0,86.0,208.0,109.0,176.8,109.0,166.0,135.6,124.8,133.6102681372924,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,219.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,188.4970303378883,321.7348804400283,188.92149503844297,320.4882542326941,233.7144788142269,318.822131106408,99.67853283603287,169.89448545551778,113.72687597211824,76.83677743407888,142.53986865129048,1550512003.025822
27,166.0,86.0,198.0,117.0,198.0,117.0,141.4,147.0,156.0,133.0,250.0,117.0,256.2,164.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,226.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,188.16711991696582,321.4770687081441,188.55340791072504,320.48457692892515,233.35105262645502,319.50419594497356,104.3088643190503,167.3317176869807,134.0538599990527,82.25462044405339,138.89959274285937,1550512003.025822
28,161.771517819956,84.04673052894627,199.651908861056,140.4,197.95833333333334,129.4,141.4,144.16666666666666,124.8,134.23824712961076,250.0,154.6,256.2,215.6,246.0,270.6,208.0,214.0,208.0,203.0,133.0,219.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,74.68903093098963,183.2,148.0,225.2,79.50096109128485,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,328.0,187.82967564220374,326.4,188.09875444843306,318.07855011910823,232.98800500301,320.2293532033392,89.44924518678187,167.3317176869807,143.6797039459388,76.3004269685771,139.77035265248858,1550512003.025822
29,160.521517819956,85.04673052894628,199.651908861056,140.4,197.95833333333334,129.4,141.4,140.86111111111111,124.8,135.15820463870634,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,218.0,154.0,305.0,237.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,75.68903093098965,183.2,148.0,225.2,79.50096109128486,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.5823043161763,326.4,187.7622762329335,317.5085635467879,232.6224124491342,320.94141587732076,90.7874339776738,161.99248088324308,134.0538599990527,64.53377046493219,135.18433503771544,1550512003.025822
30,197.8,83.66902101952095,198.0,109.0,187.0,109.0,141.4,137.00462962962962,124.8,139.65739653383338,250.0,109.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,226.0,154.0,308.42857142857144,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,187.67935503553903,326.4,187.88932227175573,324.8,233.34689493896107,319.52969905278496,97.13661950512514,169.89448545551778,158.25716421548105,61.466022771132955,139.44932664867062,1550512003.025822
31,197.8,84.62908157469948,197.7939282647886,117.0,187.0,117.0,141.4,132.5054012345679,146.0,164.0,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.36363636363637,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,191.4,148.0,206.2,75.73390356406058,183.2,148.0,225.2,78.6477271648739,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.67935503553903,326.4,187.8893222717558,318.855228899824,233.20456876635745,319.8053590369653,92.96134836680588,167.3317176869807,134.0538599990527,75.04979889826294,136.57278809526585,1550512003.025822
32,158.899005091416,84.29906586541323,197.03375752467912,140.4,194.44696969696972,129.4,141.4,135.6,124.8,125.0,250.0,154.6,256.2,215.6,240.0,270.6,219.0,214.0,208.0,203.0,133.0,211.0,154.0,310.30357142857144,219.0,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,76.05400883742561,183.2,148.0,225.2,78.42884602608139,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,328.0,187.49222624330298,326.4,187.64913539195038,324.8,233.10258675678355,320.0020046230767,84.14795437846654,179.1736531126103,143.6797039459388,59.961846963805755,116.61717782811543,1550512003.025822
33,157.649005091416,85.17406586541323,198.0,140.4,187.0,129.4,141.4,135.6,124.8,139.8648354717358,250.0,154.6,256.2,215.6,246.0,270.6,219.0,214.0,191.6,203.0,133.0,219.0,154.0,305.0,229.0,222.0,219.0,286.2,237.42405342447518,313.0,191.4,148.0,206.2,77.05400883742561,183.2,148.0,225.2,80.30384602608139,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.0,326.4,187.0,324.8,233.0528935828492,320.10156635869737,91.54936669782504,136.63941871461037,109.17293869324628,59.473982639239836,115.98868044084254,1550512003.025822
34,197.8,86.0,198.0,117.0,198.0,109.0,141.4,135.6,124.8,140.66863380632506,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,219.0,154.0,310.30357142857144,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,78.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,187.34760580436537,326.4,187.45572230977078,324.8,233.0658712988171,320.076008989769,99.31899184987151,169.89448545551778,113.72687597211824,62.67919386864513,136.56436085878772,1550512003.025822
35,197.8,78.0,197.62089814143818,140.4,187.0,129.4,141.4,135.6,156.0,164.0,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.0,154.0,310.8928571428571,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,70.0,183.2,148.0,225.2,70.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,187.2748177648433,326.4,187.36043778065408,318.55566484788034,233.15456306875367,319.9029276122586,92.39908086079848,169.89448545551778,158.25716421548105,73.62677910569968,133.99924335753406,1550512003.025822
36,197.8,85.35330453297522,197.78313167481866,140.4,193.0,129.4,141.4,135.6,124.8,162.6,250.0,154.6,256.2,215.6,250.0,270.6,210.4,214.0,191.6,203.0,133.0,234.0,154.0,310.599025974026,229.0,222.0,219.0,286.2,237.42405342447518,320.0,191.4,148.0,206.2,77.5868596678359,183.2,148.0,225.2,79.39038457888039,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,328.0,187.0,326.4,187.0,324.8,233.11609669471218,319.9775733241534,102.54807230123046,142.5521929359591,94.92111816097332,69.14092081952855,133.5421854041892,1550512003.025822
37,197.8,85.35330453297522,197.7666351680649,140.4,198.0,129.4,141.4,135.6,124.8,133.9222448796768,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,219.0,154.0,305.0,240.0,222.0,231.4,286.2,237.42405342447518,320.0,191.4,148.0,206.2,76.58685966783588,183.2,148.0,225.2,78.3903845788804,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,328.0,187.0,326.4,187.0,324.8,233.09840228038314,320.012016181591,91.54936669782504,162.26477020015406,113.72687597211824,59.49758024203192,134.10941248911305,1550512003.025822
38,197.8,93.0,198.0,125.0,198.0,117.0,141.4,135.6,124.8,137.2079591653911,250.0,125.0,256.2,180.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,226.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,191.4,133.66666666666666,206.2,86.0,183.2,148.0,225.2,76.61238759223919,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.0889176527441,326.4,187.11659429863212,317.3999857341584,233.09756538510305,320.0140184932939,104.3088643190503,169.89448545551778,134.0538599990527,83.86524958183507,138.2527673069259,1550512003.025822
39,197.8,78.0,198.0,140.4,187.0,129.4,141.4,135.6,124.8,135.3498547314241,250.0,154.6,256.2,164.0,246.0,270.6,210.4,214.0,191.6,203.0,133.0,234.0,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,320.0,223.66666666666666,131.27777777777777,206.2,70.0,183.2,148.0,225.2,70.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,187.0889176527441,321.3499472654909,187.11659429863212,321.27498573415846,233.1064997455538,319.99650892021316,102.99303185519422,169.89448545551778,158.25716421548105,89.5432881668003,138.98202082937317,1550512003.025822
40,197.8,82.10094415227864,198.83992293240345,140.4,195.2,129.4,141.4,135.6,124.8,162.6,250.0,154.6,256.2,215.6,250.0,270.6,208.0,214.0,208.0,203.0,133.0,219.0,154.0,311.08928571428567,219.0,222.0,231.4,286.2,237.42405342447518,313.0,220.94444444444446,128.49074074074073,206.2,74.3105313336674,183.2,148.0,225.2,75.8258241653944,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,187.0,326.4,187.0,324.8,233.11462543490114,319.98060890630205,89.19653781429945,178.26357911885304,158.25716421548105,65.18441640942709,139.14706533557757,1550512003.025822
41,197.8,83.97594415227863,198.0,140.4,187.0,129.4,141.4,135.6,124.8,130.49715125378458,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,226.0,154.0,310.9700413223141,229.0,222.0,219.0,286.2,237.42405342447518,313.0,217.7685185185185,125.2391975308642,206.2,76.3105313336674,183.2,148.0,225.2,77.82582416539441,229.00689968943743,317.40042938246427,251.14371003329546,336.0,240.0,320.0,187.0,326.4,187.0,324.8,233.1066379081307,319.9961451651107,97.54735018092128,136.63941871461037,109.17293869324628,67.01977801476474,131.18438435099802,1550512003.025822
42,197.8,93.0,198.0,117.0,198.0,109.0,141.4,135.6,124.8,132.42531571861096,250.0,117.0,256.2,172.0,246.0,270.6,210.4,214.0,191.6,195.0,133.0,223.63636363636363,154.0,313.0,231.4,222.0,231.4,286.2,237.42405342447518,313.0,214.06327160493825,121.44573045267488,206.2,78.0,183.2,148.0,225.2,78.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,186.86916964923984,326.4,187.03331265675203,317.9535673526167,233.10474615081438,319.99985953330213,102.81933539479137,167.3317176869807,158.25716421548105,82.41172247451051,138.1412607933438,1550512003.025822
43,197.8,62.0,198.0,140.4,198.0,129.4,141.4,135.6,124.8,131.26094129970855,250.0,154.6,256.2,215.6,246.0,270.6,210.4,214.0,191.6,203.0,133.0,226.0,154.0,313.0,240.0,222.0,231.4,286.2,237.42405342447518,320.0,205.0401298765432,112.20775201646089,206.2,62.0,183.2,148.0,225.2,62.0,229.00689968943743,317.40042938246427,251.14371003329546,336.0,229.0,320.0,186.97183361506973,322.9928420758546,187.03331265675203,321.8285673526167,234.2550124374172,319.9978568363704,97.85914930356726,162.26477020015406,158.25716421548105,84.3535224770324,136.6212065252296,1550512003.025822
